nombre_original,nombre_final,carpeta,pais,decada,ruta_relativa,ruta_absoluta
afiche_propaganda_comunista_chile_047.jpg,afiche_propaganda_comunista_chile_047.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_047.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_047.jpg
afiche_propaganda_comunista_chile_048.jpg,afiche_propaganda_comunista_chile_048.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_048.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_048.jpg
afiche_propaganda_comunista_chile_049.jpg,afiche_propaganda_comunista_chile_049.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_049.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_049.jpg
afiche_propaganda_comunista_chile_050.jpg,afiche_propaganda_comunista_chile_050.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_050.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_050.jpg
afiche_propaganda_comunista_chile_051.jpg,afiche_propaganda_comunista_chile_051.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_051.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_051.jpg
afiche_propaganda_comunista_chile_052.jpg,afiche_propaganda_comunista_chile_052.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_052.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_052.jpg
afiche_propaganda_comunista_chile_053.jpg,afiche_propaganda_comunista_chile_053.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_053.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_053.jpg
afiche_propaganda_comunista_chile_054.jpg,afiche_propaganda_comunista_chile_054.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_054.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_054.jpg
afiche_propaganda_comunista_chile_055.jpg,afiche_propaganda_comunista_chile_055.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_055.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_055.jpg
afiche_propaganda_comunista_chile_056.jpg,afiche_propaganda_comunista_chile_056.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_056.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_056.jpg
afiche_propaganda_comunista_chile_057.jpg,afiche_propaganda_comunista_chile_057.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_057.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_057.jpg
afiche_propaganda_comunista_chile_058.jpg,afiche_propaganda_comunista_chile_058.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_058.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_058.jpg
afiche_propaganda_comunista_chile_059.jpg,afiche_propaganda_comunista_chile_059.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_059.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_059.jpg
afiche_propaganda_comunista_chile_060.jpg,afiche_propaganda_comunista_chile_060.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_060.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_060.jpg
afiche_propaganda_comunista_chile_061.jpg,afiche_propaganda_comunista_chile_061.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_061.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_061.jpg
afiche_propaganda_comunista_chile_062.jpg,afiche_propaganda_comunista_chile_062.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_062.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_062.jpg
afiche_propaganda_comunista_chile_063.jpg,afiche_propaganda_comunista_chile_063.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_063.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_063.jpg
afiche_propaganda_comunista_chile_064.jpg,afiche_propaganda_comunista_chile_064.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_064.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_064.jpg
afiche_propaganda_comunista_chile_065.jpg,afiche_propaganda_comunista_chile_065.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_065.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_065.jpg
afiche_propaganda_comunista_chile_066.jpg,afiche_propaganda_comunista_chile_066.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_066.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_066.jpg
afiche_propaganda_comunista_chile_067.jpg,afiche_propaganda_comunista_chile_067.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_067.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_067.jpg
afiche_propaganda_comunista_chile_068.jpg,afiche_propaganda_comunista_chile_068.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_068.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_068.jpg
afiche_propaganda_comunista_chile_069.jpg,afiche_propaganda_comunista_chile_069.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_069.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_069.jpg
afiche_propaganda_comunista_chile_070.jpg,afiche_propaganda_comunista_chile_070.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_070.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_070.jpg
afiche_propaganda_comunista_chile_071.jpg,afiche_propaganda_comunista_chile_071.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_071.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_071.jpg
afiche_propaganda_comunista_chile_072.jpg,afiche_propaganda_comunista_chile_072.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_072.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_072.jpg
afiche_propaganda_comunista_chile_073.jpg,afiche_propaganda_comunista_chile_073.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_073.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_073.jpg
afiche_propaganda_comunista_chile_074.jpg,afiche_propaganda_comunista_chile_074.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_074.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_074.jpg
afiche_propaganda_comunista_chile_075.jpg,afiche_propaganda_comunista_chile_075.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_075.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_075.jpg
afiche_propaganda_comunista_chile_076.jpg,afiche_propaganda_comunista_chile_076.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_076.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_076.jpg
afiche_propaganda_comunista_chile_077.jpg,afiche_propaganda_comunista_chile_077.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_077.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_077.jpg
afiche_propaganda_comunista_chile_078.jpg,afiche_propaganda_comunista_chile_078.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_078.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_078.jpg
afiche_propaganda_comunista_chile_079.jpg,afiche_propaganda_comunista_chile_079.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_079.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_079.jpg
afiche_propaganda_comunista_chile_080.jpg,afiche_propaganda_comunista_chile_080.jpg,propaganda_comunista_chile,Chile,,../poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_080.jpg,/Users/matpoto/github/matbutom/typo-grafica-propagandistica/poster_dataset/propaganda_comunista_chile/afiche_propaganda_comunista_chile_080.jpg
